Title,Company,Location,Salary,Job Type,Description,Date Posted,Latitude,Longitude
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,,Part-time,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.",4.0,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…",4.0,53.8217327,-61.2295532
Early Childhood Educator,Kids Kampus Paradise,"Paradise, NL",16.5,"Full-time
+1",The successful candidates will have a strong focus on quality care and the drive to develop relationship with children and families.   ,3.0,47.5255933,-52.8724145
Kitchen Support Associate,fruitfull creations,"Gander, NL",15.0,Full-time,"Must be willing to learn all aspects of the store which include taking orders, cutting fruit, preparing/assembling fruit arrangements and platters, stocking…  ",1.0,48.9592291,-54.6187879
Retail Supervisor,Value Village,"St. John's, NL",,,"And, they continuously develop and empower their Team Members. Our training department / Savers University develops and delivers robust training to every team…   ",30.0,47.5614705,-52.7126162
Site Superintendent,rcs Construction,"St. John's, NL",,Full-time,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ",25.0,47.5614705,-52.7126162
Sales Representative,Parkway Hyundai,"Corner Brook, NL",,Full-time,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ",11.0,48.95317,-57.947388
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL",1.0,Full-time,"It's crucial that you're well-versed in the Certificate of Recognition™ (COR™) Program, and being a WorkplaceNL certified instructor for training standards such…  ",7.0,48.9592291,-54.6187879
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",,,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ",30.0,47.5614705,-52.7126162
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",,Full-time,"The repair and service of equipment as per maintenance schedule. Reporting to the Plant Manager, the General Plant Maintenance Worker will be responsible for:   ",30.0,52.3656522,4.9022137
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,,Part-time,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.",4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",4.0,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…",4.0,53.8217327,-61.2295532
Retail Supervisor,Value Village,"St. John's, NL",,,  ,30.0,47.5614705,-52.7126162
Site Superintendent,rcs Construction,"St. John's, NL",,Full-time,  ,25.0,47.5614705,-52.7126162
Sales Representative,Parkway Hyundai,"Corner Brook, NL",,Full-time,  ,11.0,48.95317,-57.947388
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL",1.0,Full-time, ,7.0,48.9592291,-54.6187879
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",,,  ,30.0,47.5614705,-52.7126162
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",,Full-time,  ,30.0,52.3656522,4.9022137
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,,4.0,53.8217327,-61.2295532
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,,4.0,53.8217327,-61.2295532
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,,Part-time,,4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,,,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,,4.0,53.8217327,-61.2295532
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,,4.0,53.8217327,-61.2295532
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,,4.0,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,,4.0,53.8217327,-61.2295532
Site Superintendent,rcs Construction,"St. John's, NL",,Full-time,  ,25.0,47.5614705,-52.7126162
Sales Representative,Parkway Hyundai,"Corner Brook, NL",,Full-time,  ,11.0,48.95317,-57.947388
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL",1.0,Full-time, ,7.0,48.9592291,-54.6187879
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",,,  ,30.0,47.5614705,-52.7126162
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",,Full-time,  ,30.0,52.3656522,4.9022137
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",20.0,"Full-time
+1",,4.0,47.5614705,-52.7126162
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,,4.0,53.8217327,-61.2295532
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,,4.0,53.8217327,-61.2295532
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,,Part-time,,4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,,,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,,4.0,53.8217327,-61.2295532
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,,,53.8217327,-61.2295532
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,,4.0,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,,4.0,53.8217327,-61.2295532
Kitchen Support Associate,fruitfull creations,"Gander, NL",15.0,Full-time,"Must be willing to learn all aspects of the store which include taking orders, cutting fruit, preparing/assembling fruit arrangements and platters, stocking…  ",1.0,48.9592291,-54.6187879
Retail Supervisor,Value Village,"St. John's, NL",,,"And, they continuously develop and empower their Team Members. Our training department / Savers University develops and delivers robust training to every team…   ",30.0,47.5614705,-52.7126162
Site Superintendent,rcs Construction,"St. John's, NL",,Full-time,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ",25.0,47.5614705,-52.7126162
Sales Representative,Parkway Hyundai,"Corner Brook, NL",,Full-time,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ",11.0,48.95317,-57.947388
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL",1.0,Full-time,"It's crucial that you're well-versed in the Certificate of Recognition™ (COR™) Program, and being a WorkplaceNL certified instructor for training standards such…  ",7.0,48.9592291,-54.6187879
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",,,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ",30.0,47.5614705,-52.7126162
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",,Full-time,"The repair and service of equipment as per maintenance schedule. Reporting to the Plant Manager, the General Plant Maintenance Worker will be responsible for:   ",30.0,52.3656522,4.9022137
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",20.0,"Full-time
+1","Valid driver’s licence and a clean criminal record (we do check). We also love that we’re able to provide an employee assistance program, *excellent health plan…",4.0,47.5614705,-52.7126162
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…",4.0,53.8217327,-61.2295532
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…",4.0,53.8217327,-61.2295532
Kitchen Support Associate,fruitfull creations,"Gander, NL",15.0,Full-time,"Must be willing to learn all aspects of the store which include taking orders, cutting fruit, preparing/assembling fruit arrangements and platters, stocking…  ",1.0,48.9592291,-54.6187879
Retail Supervisor,Value Village,"St. John's, NL",,,"With our aggressive store expansion plans, we recognize the importance of the continued growth and development of our team members.   ",30.0,47.5614705,-52.7126162
Site Superintendent,rcs Construction,"St. John's, NL",,Full-time,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ",25.0,47.5614705,-52.7126162
Sales Representative,Parkway Hyundai,"Corner Brook, NL",,Full-time,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ",11.0,48.95317,-57.947388
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL",1.0,Full-time,"We're more than just an organization – we're a community dedicated to fostering a thriving workplace culture, and we're excited to offer a host of benefits that…  ",7.0,48.9592291,-54.6187879
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",,,"Build relationships and give back to your local community. We are committed to the development & growth of our team members, integrity, philanthropy and…   ",30.0,47.5614705,-52.7126162
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",,Full-time,"Our company’s success is driven by our dynamic, highly-skilled and innovative management team, supported by dedicated employees who live in coastal communities…   ",30.0,52.3656522,4.9022137
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Si le candidat possède déjà un diplôme d’études collégiales ou universitaires, les FAC décideront si son programme de formation remplit les critères de…",4.0,53.8217327,-61.2295532
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,4.0,47.5614705,-52.7126162
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,,Part-time,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.",4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…",4.0,53.8217327,-61.2295532
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",,53.8217327,-61.2295532
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",4.0,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
Retail Supervisor,Value Village,"St. John's, NL",,,"And, they continuously develop and empower their Team Members. Our training department / Savers University develops and delivers robust training to every team…   ",30.0,47.5614705,-52.7126162
Site Superintendent,rcs Construction,"St. John's, NL",,Full-time,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ",25.0,47.5614705,-52.7126162
Sales Representative,Parkway Hyundai,"Corner Brook, NL",,Full-time,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ",11.0,48.95317,-57.947388
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL",1.0,Full-time,"It's crucial that you're well-versed in the Certificate of Recognition™ (COR™) Program, and being a WorkplaceNL certified instructor for training standards such…  ",7.0,48.9592291,-54.6187879
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",,,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ",30.0,47.5614705,-52.7126162
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",,Full-time,"The repair and service of equipment as per maintenance schedule. Reporting to the Plant Manager, the General Plant Maintenance Worker will be responsible for:   ",30.0,52.3656522,4.9022137
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",20.0,"Full-time
+1","Valid driver’s licence and a clean criminal record (we do check). We also love that we’re able to provide an employee assistance program, *excellent health plan…",4.0,47.5614705,-52.7126162
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…",4.0,53.8217327,-61.2295532
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…",4.0,53.8217327,-61.2295532
Technicien / Technicienne de marine (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,Comme l’un des objectifs du cours est de veiller à ce que toutes les recrues répondent en tout temps à la norme d’aptitude physique des Forces armées…,,53.8217327,-61.2295532
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,4.0,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
Kitchen Support Associate,fruitfull creations,"Gander, NL",15.0,Full-time,"Must be willing to learn all aspects of the store which include taking orders, cutting fruit, preparing/assembling fruit arrangements and platters, stocking…  ",1.0,48.9592291,-54.6187879
Retail Supervisor,Value Village,"St. John's, NL",,,"With our aggressive store expansion plans, we recognize the importance of the continued growth and development of our team members.   ",30.0,47.5614705,-52.7126162
Site Superintendent,rcs Construction,"St. John's, NL",,Full-time,"Red Seal, Gold Seal and/or CM Lean certification would be considered assets. Promote and maintain the rcs safety program “Safety First & Always” at all times.   ",25.0,47.5614705,-52.7126162
Sales Representative,Parkway Hyundai,"Corner Brook, NL",,Full-time,"Have a valid driver’s license and be able to provide an acceptable driver’s abstract. Schedule appointments for test drives, deliveries and ensure preparedness…   ",11.0,48.95317,-57.947388
Safety Advisor - Regional,Newfoundland and Labrador Construction Safety...,"Gander, NL",1.0,Full-time,"We're more than just an organization – we're a community dedicated to fostering a thriving workplace culture, and we're excited to offer a host of benefits that…  ",7.0,48.9592291,-54.6187879
Dish Washer/Delivery Driver,"Boston Pizza International, Inc.","St. John's, NL",,,"Build relationships and give back to your local community. We are committed to the development & growth of our team members, integrity, philanthropy and…   ",30.0,47.5614705,-52.7126162
Plant Maintenance Technician,Cooke Aquaculture Inc.,"Hermitage, NL",,Full-time,"Our company’s success is driven by our dynamic, highly-skilled and innovative management team, supported by dedicated employees who live in coastal communities…   ",30.0,52.3656522,4.9022137
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Material Management Technician (Air Force Reserve),Canadian Armed Forces,Newfoundland and Labrador,,Part-time,"Reserve Force members usually serve part time at an Air Force wing in their community, and may serve while going to school or working at a civilian job.",4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…",4.0,53.8217327,-61.2295532
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",,53.8217327,-61.2295532
Technicien / Technicienne de marine (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,Ils servent habituellement à temps partiel dans une division de la Réserve navale de leur communauté et à temps plein pour de courtes périodes de formation ou d…,,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
"cleaner, heavy duty",Bear Cleaners & Supply,"St. John's, NL",15.25,"Full-time
+1","Wash windows, interior walls and ceilings. Move heavy furniture, equipment and supplies. Sweep, mop, scrub and wax hallways, floors and stairs.  ",9.0,47.5614705,-52.7126162
Electronics Service Technician,BABB Security Systems,"St. John's, NL",,,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ",30.0,47.5614705,-52.7126162
junior baker,Mamattuk,"Happy Valley-Goose Bay, NL",22.0,"Full-time
+1","Prepare dishes for customers with food allergies or intolerances. Prepare dough for pies, bread, rolls and sweet goods, batters for muffins, cookies and cakes…  ",15.0,53.2964352,-60.3111895
Home Care Support Worker,A New Beginning Home Support Agency,"Mount Pearl, NL",17.73,"Full-time
+2","Accompany clients to medical appointments or social outings. Assist with activities of daily living, including bathing, dressing, and grooming.  ",2.0,47.5239607,-52.811664
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",,Temporary,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license.   ,18.0,47.4162246,-53.5269386
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",,Part-time,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ",30.0,48.95317,-57.947388
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",,,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ",24.0,52.8999927,-66.8701732
Obstetrician,NL Health Services,"Labrador City, NL",1.0,Full-time,"Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). "" Applicants must be eligible for registration and licensure…  ",30.0,52.9422944,-66.9177291
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…",4.0,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",4.0,53.8217327,-61.2295532
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,4.0,53.8217327,-61.2295532
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",,53.8217327,-61.2295532
Retail Sales Associate,Meghan Ashley Designs Inc.,"Grand Falls-Windsor, NL",15.0,Part-time,"Experience with social media is an asset. Participate in social media responsibilities such as taking photos in clothing, making reels, tic toks, etc.  ",5.0,48.944151,-55.652618
"cleaner, heavy duty",Bear Cleaners & Supply,"St. John's, NL",15.25,"Full-time
+1","Education: Secondary (high) school graduation certificate. Wash windows, interior walls and ceilings. Industrial vacuum cleaners/power sweepers.  ",9.0,47.5614705,-52.7126162
Electronics Service Technician,BABB Security Systems,"St. John's, NL",,,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ",30.0,47.5614705,-52.7126162
junior baker,Mamattuk,"Happy Valley-Goose Bay, NL",22.0,"Full-time
+1","Education: No degree, certificate or diploma. Prepare dishes for customers with food allergies or intolerances. Experience: 2 years to less than 3 years.  ",15.0,53.2964352,-60.3111895
Home Care Support Worker,A New Beginning Home Support Agency,"Mount Pearl, NL",17.73,"Full-time
+2","Accompany clients to medical appointments or social outings. Assist with activities of daily living, including bathing, dressing, and grooming.  ",2.0,47.5239607,-52.811664
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",,Temporary,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license. Competition #: NLH-RE-23-170.   ,18.0,47.4162246,-53.5269386
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",,Part-time,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ",30.0,48.95317,-57.947388
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",,,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ",24.0,52.8999927,-66.8701732
Obstetrician,NL Health Services,"Labrador City, NL",1.0,Full-time,Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). Please send applications with curriculum vitae and names of…  ,30.0,52.9422944,-66.9177291
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
